Timeroot__Lean-QuantumInfo	1876	625
todbeibrot__Lean-Oscar	27	252
Trequetrum__lean4game-logic	31	32
trishullab__PutnamBench	672	371
TristanCacqueray__advent-of-lean	2	158
TristanCacqueray__gen-zmk	0	116
tsurumi-yizhou__SPG	0	205
tukamilano__automated-theory-construction-lean	335	241
tydeu__lean4-alloy	1	478
tydeu__lean4-itertools	0	60
tydeu__lean4-partax	7	289
typednotes__hale	388	3161
uda-lab__leray-hopf	1169	401
ufmg-smite__lean-smt	1060	1115
ulfjack__ryu	20	29
umpolungfish__Imscribing_Grammar	277	210
UniMath__UniMath	14729	30767
UOR-Foundation__atlas-12288	0	48
urkud__SardMoreira	256	71
utensil__ginac-lean	0	14
utensil__LeanBlueprintExample	1	22
ValorZard__lean-sdl-test	0	25
ValorZard__lean-sdl3	0	74
varosi__Bitmap	2412	1397
vasnesterov__HadwigerNelson	8	30
vbeffara__RMT4	134	27
VCA-EPFL__graphiti	901	1895
VCA-EPFL__leanses	36	107
verified-optimization__CvxLean	151	1169
Verified-zkEVM__ArkLib	3259	2682
Verified-zkEVM__clean	1723	1884
Verified-zkEVM__CompPoly	3775	2976
Verified-zkEVM__evm-asm	25808	20792
Verified-zkEVM__PolyFun	2923	3226
Verified-zkEVM__VCVio	4676	3901
VerifiedQC__ForShor	1368	663
Verilean__hesper	7	3767
Verilean__lean-tea	0	2162
Verilean__sparkle	2196	6851
verse-lab__lean-ssr	116	117
verse-lab__Lentil	208	248
verse-lab__loom	228	548
verse-lab__veil	347	1847
verse-lab__velvet	84	94
vihdzp__combinatorial-games	2366	574
vihdzp__rubik-lean4	362	189
vikraman__event-structures	211	132
Vilin97__Clawristotle	6249	3414
Vilin97__lean-pool	46989	18574
vltanh__lean4-analysis-tao	106	73
VTrelat__BEer	2040	650
VTrelat__ZFLean	681	215
weiran-sun__pde	147	45
wellecks__llmstep	2	8
wellecks__ntptutorial	1	18
Whysoserioushah__BrauerGroup	465	496
willvieira__forestIPM	56	13
wupr__order-p-q	67	20
WuProver__groebner_proj	379	115
WuProver__GroebnerTactic	8	51
WuProver__MonomialOrderedPolynomial	241	213
wvhulle__ennreal-arith	187	16
wwylele__PentagonalNumberTheorem	139	36
YaelDillies__apap	676	54
YaelDillies__cam-combi	85	30
YaelDillies__chandra-furst-lipton	10	12
YaelDillies__forbidden-matrix	60	39
YaelDillies__gibbs-measure	85	19
YaelDillies__mean-fourier	308	89
YaelDillies__misc-yd	160	28
YaelDillies__toric	98	119
yangky11__lean4-example	2	0
yangky11__miniF2F-lean4	488	0
yawara__odd-order	21558	3830
YellPika__quasi-borel-spaces	461	290
yezhuoyang__FormalRV	9051	4576
yezhuoyang__LogicQ	214	1940
YijunYuan__HarderNarasimhan	202	136
YijunYuan__SphericalCompleteness	100	79
YnirPaz__PCF-Theory	67	52
yuma-mizuno__lean-math-workshop	248	183
z-tech__z-lean	739	509
zengineco__gonzalgo	14	52
zer0-star__lean-ac-library	20	28
zilberstein__domain-theory	25	29
zkcrypto__cryptolib	85	372
zksecurity__bulletproofs-formal-verification	476	353
znssong__Frucht	143	173
