url	directory	proof_assistant	transport	sync_group	discovered_via
https://github.com/igrep/lean-workshop	reservoir-sources/igrep__lean-workshop	lean	git	bulk	reservoir
https://github.com/imbrem/debruijn-ssa	reservoir-sources/imbrem__debruijn-ssa	lean	git	bulk	reservoir
https://github.com/imbrem/discretion	reservoir-sources/imbrem__discretion	lean	git	bulk	reservoir
https://github.com/ImperialCollegeLondon/condensed-sets	ImperialCollegeLondon__condensed-sets	lean	git	routine	registry
https://github.com/ImperialCollegeLondon/FLT	ImperialCollegeLondon__FLT	lean	git	routine	registry
https://github.com/ImperialCollegeLondon/formalising-mathematics-2024	reservoir-sources/ImperialCollegeLondon__formalising-mathematics-2024	lean	git	bulk	reservoir
https://github.com/ImperialCollegeLondon/IUM	reservoir-sources/ImperialCollegeLondon__IUM	lean	git	bulk	reservoir
https://github.com/ImperialCollegeLondon/LAGinLean2024	reservoir-sources/ImperialCollegeLondon__LAGinLean2024	lean	git	bulk	reservoir
https://github.com/ImperialCollegeLondon/M1F-explained	reservoir-sources/ImperialCollegeLondon__M1F-explained	lean	git	bulk	reservoir
https://github.com/incremental-computing/autoinc-lean	reservoir-sources/incremental-computing__autoinc-lean	lean	git	bulk	reservoir
https://github.com/input-output-hk/CardanoLedgerApiBlaster	reservoir-sources/input-output-hk__CardanoLedgerApiBlaster	lean	git	bulk	reservoir
https://github.com/input-output-hk/Lean-blaster	reservoir-sources/input-output-hk__Lean-blaster	lean	git	bulk	reservoir
https://github.com/input-output-hk/PlutusCoreBlaster	reservoir-sources/input-output-hk__PlutusCoreBlaster	lean	git	bulk	reservoir
https://github.com/inQWIRE/LeanQuantum	reservoir-sources/inQWIRE__LeanQuantum	lean	git	bulk	reservoir
https://github.com/int-y1/proofs	reservoir-sources/int-y1__proofs	lean	git	bulk	reservoir
https://github.com/intgrah/qdt	reservoir-sources/intgrah__qdt	lean	git	bulk	reservoir
https://github.com/ionathanch/CBPV	reservoir-sources/ionathanch__CBPV	lean	git	bulk	reservoir
https://github.com/ionathanch/MutualInduction	reservoir-sources/ionathanch__MutualInduction	lean	git	bulk	reservoir
https://github.com/ISTA-PLV/coinductive	reservoir-sources/ISTA-PLV__coinductive	lean	git	bulk	reservoir
https://github.com/itsalissonsilva/lean-ml	reservoir-sources/itsalissonsilva__lean-ml	lean	git	bulk	reservoir
https://github.com/Ivan-Sergeyev/seymour	Ivan-Sergeyev__seymour	lean	git	routine	registry
https://github.com/ivankobe/FactorizationSystems	reservoir-sources/ivankobe__FactorizationSystems	lean	git	bulk	reservoir
https://github.com/Izzimach/EffSpec-lean	reservoir-sources/Izzimach__EffSpec-lean	lean	git	bulk	reservoir
https://github.com/jaalonso/Calculemus2	reservoir-sources/jaalonso__Calculemus2	lean	git	bulk	reservoir
https://github.com/jaalonso/Calculemus2_es	reservoir-sources/jaalonso__Calculemus2_es	lean	git	bulk	reservoir
https://github.com/JadAbouHawili/KnightsAndKnaves-Lean4Game	reservoir-sources/JadAbouHawili__KnightsAndKnaves-Lean4Game	lean	git	bulk	reservoir
https://github.com/JadAbouHawili/Raymond-Smullyan-KnightsAndKnaves	reservoir-sources/JadAbouHawili__Raymond-Smullyan-KnightsAndKnaves	lean	git	bulk	reservoir
https://github.com/James-Hanson/junk-theorems-in-lean	reservoir-sources/James-Hanson__junk-theorems-in-lean	lean	git	bulk	reservoir
https://github.com/JamesGallicchio/http	reservoir-sources/JamesGallicchio__http	lean	git	bulk	reservoir
https://github.com/JamesGallicchio/lean-openapi	reservoir-sources/JamesGallicchio__lean-openapi	lean	git	bulk	reservoir
https://github.com/JamesGallicchio/LeanColls	reservoir-sources/JamesGallicchio__LeanColls	lean	git	bulk	reservoir
https://github.com/jamesj64/lean-modal-logic	reservoir-sources/jamesj64__lean-modal-logic	lean	git	bulk	reservoir
https://github.com/JasonShroyer/sgc-lean	reservoir-sources/JasonShroyer__sgc-lean	lean	git	bulk	reservoir
https://github.com/jcreedcmu/Noperthedron	reservoir-sources/jcreedcmu__Noperthedron	lean	git	bulk	reservoir
https://github.com/jessealama/lint-llm-proofs	reservoir-sources/jessealama__lint-llm-proofs	lean	git	bulk	reservoir
https://github.com/jessealama/thales	reservoir-sources/jessealama__thales	lean	git	bulk	reservoir
https://github.com/jeswr/RDF.lean	reservoir-sources/jeswr__RDF.lean	lean	git	bulk	reservoir
https://github.com/jimscarver/quantum-logical-framework	reservoir-sources/jimscarver__quantum-logical-framework	lean	git	bulk	reservoir
https://github.com/JJYYY-JJY/lean-normal-forms	reservoir-sources/JJYYY-JJY__lean-normal-forms	lean	git	bulk	reservoir
https://github.com/JLimperg/regensburg-itp-school-2023	reservoir-sources/JLimperg__regensburg-itp-school-2023	lean	git	bulk	reservoir
https://github.com/JobPetrovcic/ArtinWedderburn	reservoir-sources/JobPetrovcic__ArtinWedderburn	lean	git	bulk	reservoir
https://github.com/joehendrix/lean-crypto	reservoir-sources/joehendrix__lean-crypto	lean	git	bulk	reservoir
https://github.com/JokerXin2025/Calculus_21	reservoir-sources/JokerXin2025__Calculus_21	lean	git	bulk	reservoir
https://github.com/jonhanke/quadratic_forms_in_lean	jonhanke__quadratic_forms_in_lean	lean	git	routine	registry
https://github.com/Joonas-vonlerber/Type-Theory-Game	reservoir-sources/Joonas-vonlerber__Type-Theory-Game	lean	git	bulk	reservoir
https://github.com/josephmckinsey/Flean	reservoir-sources/josephmckinsey__Flean	lean	git	bulk	reservoir
https://github.com/jsm28/AperiodicMonotilesLean	reservoir-sources/jsm28__AperiodicMonotilesLean	lean	git	bulk	reservoir
https://github.com/jsm28/IMOLean	reservoir-sources/jsm28__IMOLean	lean	git	bulk	reservoir
https://github.com/jtristan/lffi	reservoir-sources/jtristan__lffi	lean	git	bulk	reservoir
https://github.com/jtristan/UnicodeSkipListTable	reservoir-sources/jtristan__UnicodeSkipListTable	lean	git	bulk	reservoir
https://github.com/jtristan/UnicodeSkipListTableExample	reservoir-sources/jtristan__UnicodeSkipListTableExample	lean	git	bulk	reservoir
https://github.com/Julian/generatingfunctionology.lean	reservoir-sources/Julian__generatingfunctionology.lean	lean	git	bulk	reservoir
https://github.com/JulsDE/MRiscX	reservoir-sources/JulsDE__MRiscX	lean	git	bulk	reservoir
https://github.com/Jun2M/Main-theorem-of-polytopes	reservoir-sources/Jun2M__Main-theorem-of-polytopes	lean	git	bulk	reservoir
https://github.com/katydid/regex-deriv-lean	reservoir-sources/katydid__regex-deriv-lean	lean	git	bulk	reservoir
https://github.com/katydid/regex-deriv-reproving-agda-in-lean	reservoir-sources/katydid__regex-deriv-reproving-agda-in-lean	lean	git	bulk	reservoir
https://github.com/katzenpost/crypt_walker	reservoir-sources/katzenpost__crypt_walker	lean	git	bulk	reservoir
https://github.com/kbuzzard/ClassFieldTheory	kbuzzard__ClassFieldTheory	lean	git	routine	registry
https://github.com/kbuzzard/FilterGame	reservoir-sources/kbuzzard__FilterGame	lean	git	bulk	reservoir
https://github.com/kckennylau/EllipticCurve	reservoir-sources/kckennylau__EllipticCurve	lean	git	bulk	reservoir
https://github.com/kebekus/ProjectVD	reservoir-sources/kebekus__ProjectVD	lean	git	bulk	reservoir
https://github.com/keilambda/ttfpi	reservoir-sources/keilambda__ttfpi	lean	git	bulk	reservoir
https://github.com/KentBeck/BPlusTreeLean	reservoir-sources/KentBeck__BPlusTreeLean	lean	git	bulk	reservoir
https://github.com/khanukov/p-np2	reservoir-sources/khanukov__p-np2	lean	git	bulk	reservoir
https://github.com/kim-em/erdos-unit-distance	kim-em__erdos-unit-distance	lean	git	routine	registry
https://github.com/kim-em/hex-dev	reservoir-sources/kim-em__hex-dev	lean	git	bulk	reservoir
https://github.com/kim-em/lean-category-theory	kim-em__lean-category-theory	lean	git	routine	registry
https://github.com/kim-em/lean-finmap	reservoir-sources/kim-em__lean-finmap	lean	git	bulk	reservoir
https://github.com/KisaraBlue/ec-tate-lean	reservoir-sources/KisaraBlue__ec-tate-lean	lean	git	bulk	reservoir
https://github.com/KislyjKisel/lean-pod	reservoir-sources/KislyjKisel__lean-pod	lean	git	bulk	reservoir
https://github.com/KislyjKisel/Raylib.lean	reservoir-sources/KislyjKisel__Raylib.lean	lean	git	bulk	reservoir
https://github.com/kkaunda/spgf	reservoir-sources/kkaunda__spgf	lean	git	bulk	reservoir
https://github.com/kkytola/ExtremeValueProject	reservoir-sources/kkytola__ExtremeValueProject	lean	git	bulk	reservoir
https://github.com/kkytola/VirasoroProject	reservoir-sources/kkytola__VirasoroProject	lean	git	bulk	reservoir
https://github.com/klavins/LeanW26	reservoir-sources/klavins__LeanW26	lean	git	bulk	reservoir
https://github.com/kmill/cse290q-25sp	reservoir-sources/kmill__cse290q-25sp	lean	git	bulk	reservoir
https://github.com/kmill/lean4-raytracer	reservoir-sources/kmill__lean4-raytracer	lean	git	bulk	reservoir
https://github.com/kmill/msri2023_graphs	reservoir-sources/kmill__msri2023_graphs	lean	git	bulk	reservoir
https://github.com/knowsys/CertifyingDatalog	reservoir-sources/knowsys__CertifyingDatalog	lean	git	bulk	reservoir
https://github.com/knowsys/Formale-Systeme-in-LEAN	reservoir-sources/knowsys__Formale-Systeme-in-LEAN	lean	git	bulk	reservoir
https://github.com/Koukyosyumei/PoL	reservoir-sources/Koukyosyumei__PoL	lean	git	bulk	reservoir
https://github.com/Koukyosyumei/Runwai	reservoir-sources/Koukyosyumei__Runwai	lean	git	bulk	reservoir
https://github.com/kovach/etch	reservoir-sources/kovach__etch	lean	git	bulk	reservoir
https://github.com/kylekaba/knuth-fasc8a-ex210	reservoir-sources/kylekaba__knuth-fasc8a-ex210	lean	git	bulk	reservoir
https://github.com/lamafab/algebra	reservoir-sources/lamafab__algebra	lean	git	bulk	reservoir
https://github.com/lamafab/octra-hfhe-lean	reservoir-sources/lamafab__octra-hfhe-lean	lean	git	bulk	reservoir
https://github.com/lambda-fairy/taleve	reservoir-sources/lambda-fairy__taleve	lean	git	bulk	reservoir
https://github.com/lambdaclass/supertensor_lean	reservoir-sources/lambdaclass__supertensor_lean	lean	git	bulk	reservoir
https://github.com/lambdaclass/truth_research	reservoir-sources/lambdaclass__truth_research	lean	git	bulk	reservoir
https://github.com/lambdaclass/truth_research_zk	reservoir-sources/lambdaclass__truth_research_zk	lean	git	bulk	reservoir
https://github.com/lean-dojo/LeanMillenniumPrizeProblems	reservoir-sources/lean-dojo__LeanMillenniumPrizeProblems	lean	git	bulk	reservoir
https://github.com/lean-dojo/TorchLean	reservoir-sources/lean-dojo__TorchLean	lean	git	bulk	reservoir
https://github.com/lean-ja/lean-by-example	reservoir-sources/lean-ja__lean-by-example	lean	git	bulk	reservoir
https://github.com/lean-ja/lean99	reservoir-sources/lean-ja__lean99	lean	git	bulk	reservoir
https://github.com/lean-ja/reference-manual-ja	reservoir-sources/lean-ja__reference-manual-ja	lean	git	bulk	reservoir
https://github.com/lean-machines-central/lean-machines	reservoir-sources/lean-machines-central__lean-machines	lean	git	bulk	reservoir
https://github.com/lean-machines-central/lean-machines-examples	reservoir-sources/lean-machines-central__lean-machines-examples	lean	git	bulk	reservoir
https://github.com/Lean-MoDS/StatsMLlib	Lean-MoDS__StatsMLlib	lean	git	routine	registry
https://github.com/LeanMachineLearning/LML	reservoir-sources/LeanMachineLearning__LML	lean	git	bulk	reservoir
https://github.com/leanprover-community/add-combi	reservoir-sources/leanprover-community__add-combi	lean	git	bulk	reservoir
https://github.com/leanprover-community/aesop	leanprover-community__aesop	lean	git	routine	registry
https://github.com/leanprover-community/batteries	leanprover-community__batteries	lean	git	routine	registry
https://github.com/leanprover-community/con-nf	leanprover-community__con-nf	lean	git	routine	registry
https://github.com/leanprover-community/duper	leanprover-community__duper	lean	git	routine	registry
https://github.com/leanprover-community/flt-regular	leanprover-community__flt-regular	lean	git	routine	registry
https://github.com/leanprover-community/import-graph	reservoir-sources/leanprover-community__import-graph	lean	git	bulk	reservoir
https://github.com/leanprover-community/iris-lean	leanprover-community__iris-lean	lean	git	routine	registry
https://github.com/leanprover-community/lean-auto	leanprover-community__lean-auto	lean	git	routine	registry
https://github.com/leanprover-community/lean-liquid	leanprover-community__lean-liquid	lean	git	routine	registry
https://github.com/leanprover-community/lean-perfectoid-spaces	leanprover-community__lean-perfectoid-spaces	lean	git	routine	registry
https://github.com/leanprover-community/lean4-metaprogramming-book	reservoir-sources/leanprover-community__lean4-metaprogramming-book	lean	git	bulk	reservoir
https://github.com/leanprover-community/LeanSearchClient	reservoir-sources/leanprover-community__LeanSearchClient	lean	git	bulk	reservoir
https://github.com/leanprover-community/llm	reservoir-sources/leanprover-community__llm	lean	git	bulk	reservoir
https://github.com/leanprover-community/mathematics_in_lean	leanprover-community__mathematics_in_lean	lean	git	routine	registry
https://github.com/leanprover-community/mathlib4	leanprover-community__mathlib4	lean	git	routine	registry
https://github.com/leanprover-community/mathport	reservoir-sources/leanprover-community__mathport	lean	git	bulk	reservoir
https://github.com/leanprover-community/NNG4	leanprover-community__NNG4	lean	git	routine	registry
https://github.com/leanprover-community/physlib	leanprover-community__physlib	lean	git	routine	registry
https://github.com/leanprover-community/plausible	leanprover-community__plausible	lean	git	routine	registry
https://github.com/leanprover-community/ProofWidgets4	reservoir-sources/leanprover-community__ProofWidgets4	lean	git	bulk	reservoir
https://github.com/leanprover-community/quote4	reservoir-sources/leanprover-community__quote4	lean	git	bulk	reservoir
https://github.com/leanprover-community/repl	leanprover-community__repl	lean	git	routine	registry
https://github.com/leanprover-community/sphere-eversion	leanprover-community__sphere-eversion	lean	git	routine	registry
https://github.com/leanprover-community/tutorials4	reservoir-sources/leanprover-community__tutorials4	lean	git	bulk	reservoir
https://github.com/leanprover-cookbook/lean-metaprogramming-recipes	reservoir-sources/leanprover-cookbook__lean-metaprogramming-recipes	lean	git	bulk	reservoir
https://github.com/leanprover/comparator	reservoir-sources/leanprover__comparator	lean	git	bulk	reservoir
https://github.com/leanprover/cslib	leanprover__cslib	lean	git	routine	registry
https://github.com/leanprover/doc-gen4	reservoir-sources/leanprover__doc-gen4	lean	git	bulk	reservoir
https://github.com/leanprover/hex	reservoir-sources/leanprover__hex	lean	git	bulk	reservoir
https://github.com/leanprover/hex-bareiss	leanprover__hex-bareiss	lean	git	routine	registry
https://github.com/leanprover/hex-bareiss-mathlib	leanprover__hex-bareiss-mathlib	lean	git	routine	registry
https://github.com/leanprover/hex-basic	leanprover__hex-basic	lean	git	routine	registry
https://github.com/leanprover/hex-determinant	leanprover__hex-determinant	lean	git	routine	registry
https://github.com/leanprover/hex-determinant-mathlib	leanprover__hex-determinant-mathlib	lean	git	routine	registry
https://github.com/leanprover/hex-gram-schmidt	leanprover__hex-gram-schmidt	lean	git	routine	registry
https://github.com/leanprover/hex-gram-schmidt-mathlib	leanprover__hex-gram-schmidt-mathlib	lean	git	routine	registry
https://github.com/leanprover/hex-lll	leanprover__hex-lll	lean	git	routine	registry
https://github.com/leanprover/hex-lll-mathlib	leanprover__hex-lll-mathlib	lean	git	routine	registry
https://github.com/leanprover/hex-matrix	leanprover__hex-matrix	lean	git	routine	registry
https://github.com/leanprover/hex-matrix-mathlib	leanprover__hex-matrix-mathlib	lean	git	routine	registry
https://github.com/leanprover/hex-row-reduce	leanprover__hex-row-reduce	lean	git	routine	registry
https://github.com/leanprover/hex-row-reduce-mathlib	leanprover__hex-row-reduce-mathlib	lean	git	routine	registry
https://github.com/leanprover/human-eval-lean	reservoir-sources/leanprover__human-eval-lean	lean	git	bulk	reservoir
https://github.com/leanprover/KLR	reservoir-sources/leanprover__KLR	lean	git	bulk	reservoir
https://github.com/leanprover/lean-eval	reservoir-sources/leanprover__lean-eval	lean	git	bulk	reservoir
https://github.com/leanprover/lean4-cli	reservoir-sources/leanprover__lean4-cli	lean	git	bulk	reservoir
https://github.com/leanprover/lean4checker	reservoir-sources/leanprover__lean4checker	lean	git	bulk	reservoir
https://github.com/leanprover/lean4export	reservoir-sources/leanprover__lean4export	lean	git	bulk	reservoir
https://github.com/leanprover/leanbv	reservoir-sources/leanprover__leanbv	lean	git	bulk	reservoir
https://github.com/leanprover/LeanInk	reservoir-sources/leanprover__LeanInk	lean	git	bulk	reservoir
https://github.com/leanprover/leansat	reservoir-sources/leanprover__leansat	lean	git	bulk	reservoir
https://github.com/leanprover/leansqlite	reservoir-sources/leanprover__leansqlite	lean	git	bulk	reservoir
https://github.com/leanprover/LeroyCompilerVerificationCourse	reservoir-sources/leanprover__LeroyCompilerVerificationCourse	lean	git	bulk	reservoir
https://github.com/leanprover/LNSym	reservoir-sources/leanprover__LNSym	lean	git	bulk	reservoir
https://github.com/leanprover/lp-backend-soplex-ffi	reservoir-sources/leanprover__lp-backend-soplex-ffi	lean	git	bulk	reservoir
https://github.com/leanprover/nerodia	reservoir-sources/leanprover__nerodia	lean	git	bulk	reservoir
https://github.com/leanprover/Pantograph	reservoir-sources/leanprover__Pantograph	lean	git	bulk	reservoir
https://github.com/leanprover/reference-manual	reservoir-sources/leanprover__reference-manual	lean	git	bulk	reservoir
https://github.com/leanprover/SampCert	reservoir-sources/leanprover__SampCert	lean	git	bulk	reservoir
https://github.com/leanprover/SHerLOC	reservoir-sources/leanprover__SHerLOC	lean	git	bulk	reservoir
https://github.com/leanprover/sos	reservoir-sources/leanprover__sos	lean	git	bulk	reservoir
https://github.com/leanprover/subverso	reservoir-sources/leanprover__subverso	lean	git	bulk	reservoir
https://github.com/leanprover/TenCert	reservoir-sources/leanprover__TenCert	lean	git	bulk	reservoir
https://github.com/leanprover/TensorLib	reservoir-sources/leanprover__TensorLib	lean	git	bulk	reservoir
https://github.com/leanprover/verso	reservoir-sources/leanprover__verso	lean	git	bulk	reservoir
https://github.com/leanprover/verso-slides	reservoir-sources/leanprover__verso-slides	lean	git	bulk	reservoir
https://github.com/leanprover/verso-web-components	reservoir-sources/leanprover__verso-web-components	lean	git	bulk	reservoir
https://github.com/leansolving/leancsp	reservoir-sources/leansolving__leancsp	lean	git	bulk	reservoir
https://github.com/LeastAuthority/STIR	reservoir-sources/LeastAuthority__STIR	lean	git	bulk	reservoir
https://github.com/lecopivo/lean4-karray	reservoir-sources/lecopivo__lean4-karray	lean	git	bulk	reservoir
https://github.com/lecopivo/LeanBLAS	reservoir-sources/lecopivo__LeanBLAS	lean	git	bulk	reservoir
https://github.com/lecopivo/SciLean	lecopivo__SciLean	lean	git	routine	registry
https://github.com/lenianiva/Prismriver	reservoir-sources/lenianiva__Prismriver	lean	git	bulk	reservoir
https://github.com/leonardoalt/evm-smith	reservoir-sources/leonardoalt__evm-smith	lean	git	bulk	reservoir
https://github.com/lf-lang/reactor-model	reservoir-sources/lf-lang__reactor-model	lean	git	bulk	reservoir
https://github.com/LieLean/LowDimSolvClassification	reservoir-sources/LieLean__LowDimSolvClassification	lean	git	bulk	reservoir
https://github.com/lightward/foam	reservoir-sources/lightward__foam	lean	git	bulk	reservoir
https://github.com/lindy-labs/aegis	reservoir-sources/lindy-labs__aegis	lean	git	bulk	reservoir
https://github.com/lindy-labs/corelib_verification	reservoir-sources/lindy-labs__corelib_verification	lean	git	bulk	reservoir
https://github.com/lindy-labs/wadray_verification	reservoir-sources/lindy-labs__wadray_verification	lean	git	bulk	reservoir
https://github.com/Linyxus/capless-lean	reservoir-sources/Linyxus__capless-lean	lean	git	bulk	reservoir
https://github.com/LionSR/TNLean	reservoir-sources/LionSR__TNLean	lean	git	bulk	reservoir
https://github.com/loefflerd/ModularFormDimensions	loefflerd__ModularFormDimensions	lean	git	routine	registry
https://github.com/loganrjmurphy/LeanEuclid	loganrjmurphy__LeanEuclid	lean	git	routine	registry
https://github.com/logical-intelligence/proofs	reservoir-sources/logical-intelligence__proofs	lean	git	bulk	reservoir
https://github.com/lua-vr/pointwise-birkhoff	reservoir-sources/lua-vr__pointwise-birkhoff	lean	git	bulk	reservoir
https://github.com/Luka-O/polya-enumeration-theorem	reservoir-sources/Luka-O__polya-enumeration-theorem	lean	git	bulk	reservoir
https://github.com/m4lvin/Gossip-in-Lean	reservoir-sources/m4lvin__Gossip-in-Lean	lean	git	bulk	reservoir
https://github.com/m4lvin/lean4-pdl	reservoir-sources/m4lvin__lean4-pdl	lean	git	bulk	reservoir
https://github.com/madvorak/chomsky	reservoir-sources/madvorak__chomsky	lean	git	bulk	reservoir
https://github.com/madvorak/duality	madvorak__duality	lean	git	routine	registry
https://github.com/madvorak/fecssk	reservoir-sources/madvorak__fecssk	lean	git	bulk	reservoir
https://github.com/madvorak/lean4-koch	reservoir-sources/madvorak__lean4-koch	lean	git	bulk	reservoir
https://github.com/madvorak/read-lean	reservoir-sources/madvorak__read-lean	lean	git	bulk	reservoir
https://github.com/madvorak/thue	reservoir-sources/madvorak__thue	lean	git	bulk	reservoir
https://github.com/madvorak/vcsp	madvorak__vcsp	lean	git	routine	registry
https://github.com/manuelpuebla/amo-lean	reservoir-sources/manuelpuebla__amo-lean	lean	git	bulk	reservoir
https://github.com/Maokami/vqc_in_lean	reservoir-sources/Maokami__vqc_in_lean	lean	git	bulk	reservoir
https://github.com/marcellop71/redis-lean	reservoir-sources/marcellop71__redis-lean	lean	git	bulk	reservoir
https://github.com/marcusrossel/lean-egg	reservoir-sources/marcusrossel__lean-egg	lean	git	bulk	reservoir
https://github.com/marcusrossel/lean-snakebird	reservoir-sources/marcusrossel__lean-snakebird	lean	git	bulk	reservoir
https://github.com/marcusrossel/verified-compiler	reservoir-sources/marcusrossel__verified-compiler	lean	git	bulk	reservoir
https://github.com/mariainesdff/HassePrinciple	mariainesdff__HassePrinciple	lean	git	routine	registry
https://github.com/mariainesdff/LocalClassFieldTheory	mariainesdff__LocalClassFieldTheory	lean	git	routine	registry
https://github.com/mariovagomarzal/higher_category_theory	reservoir-sources/mariovagomarzal__higher_category_theory	lean	git	bulk	reservoir
https://github.com/marozols/clifford-project	reservoir-sources/marozols__clifford-project	lean	git	bulk	reservoir
https://github.com/matematiflo/CompAssistedMath2024	reservoir-sources/matematiflo__CompAssistedMath2024	lean	git	bulk	reservoir
https://github.com/matematiflo/SumsOfSquares	reservoir-sources/matematiflo__SumsOfSquares	lean	git	bulk	reservoir
https://github.com/math-inc/FormalQualBench	reservoir-sources/math-inc__FormalQualBench	lean	git	bulk	reservoir
https://github.com/math-inc/FrontierMathOpen-Hypergraphs	reservoir-sources/math-inc__FrontierMathOpen-Hypergraphs	lean	git	bulk	reservoir
https://github.com/math-inc/strongpnt	math-inc__strongpnt	lean	git	routine	registry
https://github.com/math-xmum/AbstractAlgebra	reservoir-sources/math-xmum__AbstractAlgebra	lean	git	bulk	reservoir
https://github.com/math-xmum/Brouwer	reservoir-sources/math-xmum__Brouwer	lean	git	bulk	reservoir
https://github.com/math-xmum/gametheory	math-xmum__gametheory	lean	git	routine	registry
https://github.com/Mathias-Stout/Many-sorted-model-theory	reservoir-sources/Mathias-Stout__Many-sorted-model-theory	lean	git	bulk	reservoir
https://github.com/MathNetwork/OpenGA	reservoir-sources/MathNetwork__OpenGA	lean	git	bulk	reservoir
https://github.com/matthunz/circuitlib	reservoir-sources/matthunz__circuitlib	lean	git	bulk	reservoir
https://github.com/mattrobball/BridgelandStability	reservoir-sources/mattrobball__BridgelandStability	lean	git	bulk	reservoir
https://github.com/mccorvie/classification-of-surfaces	mccorvie__classification-of-surfaces	lean	git	routine	registry
https://github.com/mdbrnowski/apportionmentlib	reservoir-sources/mdbrnowski__apportionmentlib	lean	git	bulk	reservoir
https://github.com/merely-true/merely-true	merely-true__merely-true	lean	git	routine	registry
https://github.com/metamatematico/Metamatematico---Razonamiento-Formal-con-Lean	reservoir-sources/metamatematico__Metamatematico---Razonamiento-Formal-con-Lean	lean	git	bulk	reservoir
https://github.com/mgignoux/lean4-gl-coalgebras	reservoir-sources/mgignoux__lean4-gl-coalgebras	lean	git	bulk	reservoir
https://github.com/mhuisi/Uniq	reservoir-sources/mhuisi__Uniq	lean	git	bulk	reservoir
https://github.com/MichaelStollBayreuth/EulerProducts	MichaelStollBayreuth__EulerProducts	lean	git	routine	registry
https://github.com/MichaelStollBayreuth/Heights	MichaelStollBayreuth__Heights	lean	git	routine	registry
https://github.com/MichaelStollBayreuth/LegendreQF	MichaelStollBayreuth__LegendreQF	lean	git	routine	registry
https://github.com/MichaelStollBayreuth/Weights	reservoir-sources/MichaelStollBayreuth__Weights	lean	git	bulk	reservoir
https://github.com/midspiral/LemmaScript	reservoir-sources/midspiral__LemmaScript	lean	git	bulk	reservoir
https://github.com/mirefek/lean-tactic-programming-guide	reservoir-sources/mirefek__lean-tactic-programming-guide	lean	git	bulk	reservoir
https://github.com/misaka10987/archimedes	reservoir-sources/misaka10987__archimedes	lean	git	bulk	reservoir
https://github.com/mistralai/LeanstralSafeVerify	reservoir-sources/mistralai__LeanstralSafeVerify	lean	git	bulk	reservoir
https://github.com/mitchell-horner/ErdosStoneSimonovitsKovariSosTuran	reservoir-sources/mitchell-horner__ErdosStoneSimonovitsKovariSosTuran	lean	git	bulk	reservoir
https://github.com/mkaratarakis/HopfieldNet	reservoir-sources/mkaratarakis__HopfieldNet	lean	git	bulk	reservoir
https://github.com/mo271/FormalBook	mo271__FormalBook	lean	git	routine	registry
https://github.com/model-checking/rust-lean-models	reservoir-sources/model-checking__rust-lean-models	lean	git	bulk	reservoir
https://github.com/MohanadAhmed/LeanMathSigProc	reservoir-sources/MohanadAhmed__LeanMathSigProc	lean	git	bulk	reservoir
https://github.com/monsterkrampe/Existential-Rules-in-Lean	reservoir-sources/monsterkrampe__Existential-Rules-in-Lean	lean	git	bulk	reservoir
https://github.com/monsterkrampe/Possibly-Infinite-Trees	reservoir-sources/monsterkrampe__Possibly-Infinite-Trees	lean	git	bulk	reservoir
https://github.com/mortarsanjaya/IMOSLLean4	reservoir-sources/mortarsanjaya__IMOSLLean4	lean	git	bulk	reservoir
https://github.com/mrdouglasny/bochner	reservoir-sources/mrdouglasny__bochner	lean	git	bulk	reservoir
https://github.com/mrdouglasny/gaussian-field	reservoir-sources/mrdouglasny__gaussian-field	lean	git	bulk	reservoir
https://github.com/mrdouglasny/hille-yosida	reservoir-sources/mrdouglasny__hille-yosida	lean	git	bulk	reservoir
https://github.com/mrdouglasny/jacobian-challenge	mrdouglasny__jacobian-challenge	lean	git	routine	registry
https://github.com/mrdouglasny/lgt	reservoir-sources/mrdouglasny__lgt	lean	git	bulk	reservoir
https://github.com/mrdouglasny/markov-semigroups	reservoir-sources/mrdouglasny__markov-semigroups	lean	git	bulk	reservoir
https://github.com/mrdouglasny/OSforGFF	reservoir-sources/mrdouglasny__OSforGFF	lean	git	bulk	reservoir
https://github.com/mrdouglasny/pphi2	reservoir-sources/mrdouglasny__pphi2	lean	git	bulk	reservoir
https://github.com/mrdouglasny/seiberg-witten	reservoir-sources/mrdouglasny__seiberg-witten	lean	git	bulk	reservoir
https://github.com/mrdouglasny/spectral-positivity	reservoir-sources/mrdouglasny__spectral-positivity	lean	git	bulk	reservoir
https://github.com/mseri/BET	reservoir-sources/mseri__BET	lean	git	bulk	reservoir
https://github.com/mtoohey31/tabular-types	reservoir-sources/mtoohey31__tabular-types	lean	git	bulk	reservoir
https://github.com/namin/climber	reservoir-sources/namin__climber	lean	git	bulk	reservoir
https://github.com/namin/reviser	reservoir-sources/namin__reviser	lean	git	bulk	reservoir
https://github.com/nasqret/fineqs	reservoir-sources/nasqret__fineqs	lean	git	bulk	reservoir
https://github.com/NathanHowell/lean-argparse	reservoir-sources/NathanHowell__lean-argparse	lean	git	bulk	reservoir
https://github.com/NaveenMaurya749/VerifiedVersionControl	reservoir-sources/NaveenMaurya749__VerifiedVersionControl	lean	git	bulk	reservoir
https://github.com/NethermindEth/CertiPlonk	reservoir-sources/NethermindEth__CertiPlonk	lean	git	bulk	reservoir
